Fecha,Título,Etiquetas,Enlace
2023-09-01,IMPORTANCIA Y DESAFÍOS DEL CÁLCULO DE LA POBREZA MULTIDIMENSIONAL,"CASEN 2022, Pobreza",https://lyd.org/wp-content/uploads/2023/09/TP-1611-POBREZA-MULTIDIMENSIONAL.pdf
2023-09-01,DUDAS RESPECTO A LA EJECUCIÓN PRESUPUESTARIA 2023,Presupuesto,https://lyd.org/wp-content/uploads/2023/09/TP_1609_FISCAL_2023.pdf
2023-10-01,LA PREOCUPANTE SITUACIÓN DE CODELCO Y SU IMPACTO EN LAS FINANZAS PÚBLICAS,"Empresas Públicas, Minería",https://lyd.org/wp-content/uploads/2023/10/TP-1611-CODELCO.pdf
2023-10-01,PROCESO CONSTITUCIONAL EN ETAPA DECISIVA: LA SEÑAL Y EL RUIDO,"Consejo Constitucional, Constitución",https://lyd.org/wp-content/uploads/2023/10/TP-1612-CONSTITUCIONAL.pdf
2023-10-01,VETO AL PROYECTO DE LEY SOBRE USURPACIONES DEBILITA EL DERECHO DE PROPIEDAD,"Derecho de propiedad, ursurpaciones",https://lyd.org/wp-content/uploads/2023/10/TP-1612-VETO-USURPACIONES.pdf
2023-10-01,PROYECTO DE LEY DE PRESUPUESTOS 2024: MÁS DUDAS QUE CERTEZAS,"DIPRES, ley de presupuestos 2023",https://lyd.org/wp-content/uploads/2023/10/TP-1613-LEY-DE-PRESUPUESTOS-2024.pdf
2023-10-01,"CASEN E INMIGRACIÓN: EXTRANJEROS SUMAN 1,7 MILLONES Y MUESTRAN MAYORES NIVELES DE POBREZA","inmigración, Pobreza",https://lyd.org/wp-content/uploads/2023/10/TP-1613-MIGRACIONES-CASEN-1.pdf
2023-10-01,PRESUPUESTO 2024 POST CASO CONVENIOS: ORDEN Y RATIFICACIÓN DE LEYES EXISTENTES,"gasto público, Ley de Presupuestos 2024, Probidad",https://lyd.org/wp-content/uploads/2023/10/TP-1614-MEDIDAS-PROBIDAD-Y-TRANSPARENCIA.pdf
2023-10-01,"PROYECTO DE LEY DE SERNAC: MALA SOLUCIÓN PARA UN PROBLEMA IMPORTANTE, PERO ACOTADO",,https://lyd.org/wp-content/uploads/2023/10/TP-1614-SERNAC.pdf
2023-10-01,LOS RIESGOS DE QUE LA CRISIS DE LAS ISAPRES SE TRANSMITA A LOS PRESTADORES DE SALUD,Isapres,https://lyd.org/wp-content/uploads/2023/10/TP-1615-LEY-CORTA-DE-ISAPRES.pdf
2023-10-01,NUEVA CONSTITUCIÓN: OPORTUNIDAD INÉDITA PARA MEJORAR EL SISTEMA POLÍTICO,"propuesta constitucional, Sistema Político",https://lyd.org/wp-content/uploads/2023/10/TP-1615-SISTEMA-POLITICO.pdf
2023-11-01,US$17 MIL MILLONES DE GASTO EN FUNCIONARIOS EN 2024: LA NECESIDAD DE MODERNIZAR EL EMPLEO PÚBLICO,Empleo,https://lyd.org/wp-content/uploads/2023/11/TP-1616-EMPLEO-PUBLICO.pdf
2023-11-01,LA RESPUESTA CONSTITUCIONAL AL PROBLEMA DE SEGURIDAD,"Constitución, Delincuencia, Seguridad, Empleo, propuesta constitucional, Sistema Político, Isapres, gasto público, Ley de Presupuestos 2024, Probidad, inmigración, Pobreza, DIPRES, ley de presupuestos 2023, Derecho de propiedad, ursurpaciones, Consejo Constitucional, Constitución, CASEN 2022, Pobreza, Empresas Públicas, Minería",https://lyd.org/wp-content/uploads/2023/11/TP-1616-SEGURIDAD-EN-LA-NUEVA-CONSTITUCION-1.pdf
2023-11-01,PROPUESTA CONSTITUCIONAL MANTIENE LAS BASES PARA EL PROGRESO ECONÓMICO,"Constitución, Economía, Progreso",https://lyd.org/wp-content/uploads/2023/11/TP-1617-BASES-PARA-EL-PROGRESO-ECONOMICO-1.pdf
2023-11-01,NUEVO CRÉDITO TRIBUTARIO: INSUFICIENTE IMPULSO PARA ACCEDER A LA VIVIENDA,"creditotributario, Vivienda",https://lyd.org/wp-content/uploads/2023/11/TP-1617-CREDITO-TRIBUTARIO.pdf
2023-11-01,MUJERES Y NUEVA CONSTITUCIÓN: MITOS Y VERDADES,"Constitución, Igualdad de derechos, Mujer",https://lyd.org/wp-content/uploads/2023/11/TP-1618-MUJERES-Y-EL-DEBATE-CONSTITUCIONAL.pdf
2023-11-01,PRESUPUESTO GORES 2024: DESNATURALIZACIÓN DEL PROGRAMA DE INVERSIÓN,"gobiernos regionales, Presupuesto",https://lyd.org/wp-content/uploads/2023/11/TP-1619-GORES.pdf
2023-11-01,MEJORAS AL PODER JUDICIAL Y TRIBUNAL CONSTITUCIONAL EN LA PROPUESTA DE NUEVA CONSTITUCIÓN,"Constitución, Poder Judicial",https://lyd.org/wp-content/uploads/2023/11/TP-1619-PODER-JUDICIAL-Y-TC-EN-LA-PROPUESTA-CONSTITUCIONAL-1.pdf
2023-11-01,LAS RAZONES DE LA EXPANSIÓN DEL CRIMEN ORGANIZADO TRANSNACIONAL EN CHILE,"Crimen organizado, Delincuencia",https://lyd.org/wp-content/uploads/2023/11/TP-1620-CRIMEN-ORGANIZADO.pdf
2023-11-01,ESTADO SOCIAL Y DEMOCRÁTICO DE DERECHO AL SERVICIO DE LAS PERSONAS,"Estado social de derecho, Nueva Constitución",https://lyd.org/wp-content/uploads/2023/11/TP-1620-ESTADO-SOCIAL-DE-DERECHO-1.pdf
2023-11-01,"PRESUPUESTO EDUCACIÓN 2024: 45% DEL MAYOR GASTO IRÁ A GRATUIDAD Y SÓLO 0,8% A LA REACTIVACIÓN EDUCATIVA","gratuidad, Mineduc, Presupuesto",https://lyd.org/wp-content/uploads/2023/11/TP_1618_PRESUPUESTO_MINEDUC1.pdf
2023-12-01,PROPUESTA CONSTITUCIONAL: UN PASO IMPORTANTE EN LA MODERNIZACIÓN DEL ESTADO,"Modernización del Estado, propuesta constitucional",https://lyd.org/wp-content/uploads/2023/12/TP-1621-MODERNIZACION-PROPUESTA.pdf
2023-12-01,RESTRICCIONES Y BUROCRACIA PARA UNA OFERTA EDUCATIVA DE CALIDAD,"Educación, Sistema de Aseguramiento de la Calidad de la Educación",https://lyd.org/wp-content/uploads/2023/12/TP-1621-RESTRICCIONES-A-LA-OFERTA-DE-CALIDAD-.pdf
2023-12-01,¿CÓMO REVERTIR LA INEFICIENCIA DE LOS HOSPITALES ESTATALES?,"crisis salud, Hospitales, plebiscito, Proceso Constitucional, Educación, Sistema de Aseguramiento de la Calidad de la Educación, Modernización del Estado, propuesta constitucional, Estado social de derecho, Nueva Constitución, Crimen organizado, Delincuencia, Constitución, Poder Judicial, gobiernos regionales, Presupuesto, Constitución, Igualdad de derechos, Mujer, gratuidad, Mineduc, Presupuesto, Constitución, Economía, Progreso, creditotributario, Vivienda",https://lyd.org/wp-content/uploads/2023/12/TP-1622-GESTION-HOSPITALES.pdf
2023-12-01,DECISIÓN CONSTITUCIONAL 17D: LO QUE ESTÁ EN JUEGO,"plebiscito, Proceso Constitucional",https://lyd.org/wp-content/uploads/2023/12/TP-1622-PLEBISCITO-CONSTITUCIONAL-QUE-ESTA-EN-JUEGO.pdf
2023-12-01,RESULTADOS PLEBISCITO CONSTITUCIONAL: EN CONTRA DE TODO,"Constitución, plebiscito",https://lyd.org/wp-content/uploads/2023/12/TP-1623-RESULTADOS-PLEBISCITO.pdf
2023-12-01,INTELIGENCIA ECONÓMICA: CINCO ASPECTOS A MEJORAR,,https://lyd.org/wp-content/uploads/2023/12/TP-1624-INTELIGENCIA-ECONOMICA.pdf
2023-12-01,PACTO TRIBUTARIO”: ¿LEGISLANDO A CIEGAS?,"Hacienda, Reforma Tributaria",https://lyd.org/wp-content/uploads/2023/12/TP-PACTO-TRIBUTARIO.pdf
2024-01-01,EL FACTOR DE SEGURIDAD PÚBLICA EN FUERTE ALZA DE INCENDIOS FORESTALES,Incendios forestales,https://lyd.org/wp-content/uploads/2024/01/TP-1624-INCENDIOS-FORESTALES.pdf
2024-01-01,POR QUÉ LA REFORMA DE PENSIONES DEL GOBIERNO NO ES LA SOLUCIÓN,Reforma de pensiones,https://lyd.org/wp-content/uploads/2024/01/TP-1625-INDICACIONES-REF-DE-PENSIONES-2.pdf
2024-01-01,LEY APLICACIONES DE TRANSPORTE:  EL PROBLEMA DE REGULAR A CIEGAS,aplicación de transportes,https://lyd.org/wp-content/uploads/2024/01/TP-1625-LEY-UBER.pdf
2024-01-01,LA IMPORTANCIA DE ACELERAR EL PLAN DE EMERGENCIA HABITACIONAL: SÓLO 35% DE LAS VIVIENDAS HAN SIDO TERMINADAS,Déficit habitacional,https://lyd.org/wp-content/uploads/2024/01/TP-1626-DEFICIT.pdf
2024-01-01,INDICADORES A OBSERVAR PARA MONITOREAR EL FUNCIONAMIENTO DE LOS NUEVOS SLEP,SLEEP,https://lyd.org/wp-content/uploads/2024/01/TP-1626-TRASPASO-NUEVOS-SLEP.pdf
2024-01-01,BALANCE 2023: DELITOS VIOLENTOS ALCANZAN REGISTRO MÁS ALTO DE LOS ÚLTIMOS NUEVE AÑOS,Delincuencia,https://lyd.org/wp-content/uploads/2024/01/TP-1627-DELINCUENCIA-2023-1.pdf
2024-01-01,REFORMA DE PENSIONES: RIESGOS DE CENTRALIZACIÓN Y PARA EL MERCADO DE CAPITALES,Reforma de pensiones,https://lyd.org/wp-content/uploads/2024/01/TP-1627-REFORMA-DE-PENSIONES.pdf
2024-01-01,REFORMA AL SEIA: CAMBIOS QUE NO RESUELVEN EL PROBLEMA,"medioambiente, Reforma al SEIA, SEIA, ley de pesca, Reforma de pensiones, Delincuencia, Déficit habitacional, SLEEP, Reforma de pensiones, aplicación de transportes, Incendios forestales, Hacienda, Reforma Tributaria, Constitución, plebiscito",https://lyd.org/wp-content/uploads/2024/01/TP-1628-REFORMA-SEIA.pdf
2024-02-01,LUCES Y SOMBRAS DEL PROYECTO DE NUEVA LEY DE PESCA,ley de pesca,https://lyd.org/wp-content/uploads/2024/02/TP-1628-LEY-DE-PESCA.pdf
2024-02-01,2023: EL AÑO CON LA MENOR EJECUCIÓN DE LA INVERSIÓN PÚBLICA,Ejecución presupuestaria,https://lyd.org/wp-content/uploads/2024/02/TP-1629-INVERSION-PUBLICA-2023.pdf
2024-03-01,INICIO DE AÑO ESCOLAR 2024: ¿DÓNDE SE CONCENTRA EL PROBLEMA DE LA INASISTENCIA?,inasistencia,https://lyd.org/wp-content/uploads/2024/03/TP-1629-INICIO-ANO-ESCOLAR-2024.pdf
2024-03-01,EL MAGRO BALANCE DE LA PRIMERA MITAD DEL GOBIERNO DEL PRESIDENTE BORIC,2 años del Presidente Boric,https://lyd.org/wp-content/uploads/2024/03/TP-1630-DOS-ANOS-GOBIERNO.pdf
2024-03-01,CHILE ENTRE LOS PAÍSES CON MENOR TASA DE EMPLEO EN MADRES,Empleo madres,https://lyd.org/wp-content/uploads/2024/03/TP-1630-EMPLEO-MUJER.pdf
2024-03-01,¿TODA PLANIFICACIÓN TRIBUTARIA ES ABUSIVA?,,https://lyd.org/wp-content/uploads/2024/03/TP-1631-EVASION-Y-ELUSION-1.pdf
2024-03-01,QUÉ MUESTRAN LOS RESULTADOS DEL SIMCE SOBRE LOS SLEP,"SIMCE, SLEP",https://lyd.org/wp-content/uploads/2024/03/TP-1631-RESULTADOS-SIMCE-2023.pdf
2024-03-01,PUNTUAL SUPERÁVIT FISCAL DE 2022 EXPLICA AVANCE DE CHILE EN EL ÍNDICE DE LIBERTAD ECONÓMICA,Índice de Libertad Económica,https://lyd.org/wp-content/uploads/2024/03/TP-1632-LIBERTAD-HERITAGE.pdf
2024-03-01,REFORMA A LA SUPERINTENDENCIA DE MEDIO AMBIENTE: POTESTADES SIN CONTRAPESOS,"medioambiente, Reforma al SEIA",https://lyd.org/wp-content/uploads/2024/03/TP-1632-REFORMA-SMA.pdf
2024-03-01,CUMPLIMIENTO DE OBLIGACIONES TRIBUTARIAS: EL CONTRIBUYENTE SE PRESUME CULPABLE,Reforma Tributaria,https://lyd.org/wp-content/uploads/2024/03/TP-1633-PRESUNCION-CONTRA-CONTRIBUYENTE.pdf
2024-04-01,ALZA DE COSTOS DE CONTRATACIÓN PODRÍA LLEGAR A 43% DE INSISTIRSE EN REPARTO EN REFORMA DE PENSIONES,Pensiones,https://lyd.org/wp-content/uploads/2024/04/TP-1634-ALZA-EN-LOS-COSTOS-LABORALES.pdf
2024-04-01,A UN AÑO DEL FAST-TRACK LEGISLATIVO ENSEGURIDAD: COLUMNA VERTEBRAL SIGUE PENDIENTE,"fast track, Seguridad, Pensiones, Fuerzas Armadas, Reforma Tributaria, medioambiente, Reforma al SEIA, Índice de Libertad Económica, SIMCE, SLEP, Empleo madres, 2 años del Presidente Boric, Ejecución presupuestaria, inasistencia",https://lyd.org/wp-content/uploads/2024/04/TP-1634-UN-ANO-DEL-FAST-TRACK-LEGISLATIVO-1.pdf
2024-04-01,CINCO MEDIDAS PARA ATAJAR EL ACTIVISMO JUDICIAL,Activismo judicial,https://lyd.org/wp-content/uploads/2024/04/TP-1635-CINCO-MEDIDAS-PARA-ATAJAR-EL-ACTIVISMO-JUDICIAL.pdf
2024-04-01,DÉBIL SITUACIÓN FINANCIERA DE LAS ISAPRES HACE MÁS URGENTE ACUERDO POR LEY CORTA,Ley corta,https://lyd.org/wp-content/uploads/2024/04/TP-1635-EEFF-ISAPRES-2023.pdf
2024-04-01,ELECCIÓN EN DOS DÍAS: APORTES A LA DISCUSIÓN,Elecciones,https://lyd.org/wp-content/uploads/2024/04/TP-1636-ELECCION-EN-DOS-DIAS.pdf
2024-04-01,QUÉ HAY DETRÁS DE LA FALTA DE CUPOS EN ESTABLECIMIENTOS ESCOLARES,"crisis educacional, Educación",https://lyd.org/wp-content/uploads/2024/04/TP-1636-QUE-HAY-DETRAS-DE-LA-FALTA-DE-CUPOS-1.pdf
2024-04-01,FUERZAS ARMADAS EN LAS CALLES: PRINCIPALES DILEMAS A RESOLVER,Fuerzas Armadas,https://lyd.org/wp-content/uploads/2024/04/TP_1633_NUEVAS_FUNCIONES_FFAA.pdf
2024-05-01,PLAN CALLES SIN VIOLENCIA: ESCASOS RESULTADOS Y POCA TRANSPARENCIA,"Seguridad Pública, Violencia",https://lyd.org/wp-content/uploads/2024/05/TP-1637-PLAN-CALLE-SIN-VIOLENCIA.pdf
2024-05-01,SISTEMA RED ES EL SÉPTIMO PROGRAMA MÁS COSTOSO DEL ESTADO,"sistema red, Transantiago",https://lyd.org/wp-content/uploads/2024/05/TP-1637-TRANSANTIAGO-EN-QUE-ESTAMOS.pdf
2024-05-01,DÍA DEL TRABAJADOR: CASI NADA QUE CELEBRAR,"Empleo, empleo informal",https://lyd.org/wp-content/uploads/2024/05/TP-1638-EMPLEO.pdf
2024-05-01,PLAN DE RECONSTRUCCIÓN DE LA REGIÓN DE VALPARAÍSO: FALTA SENTIDO DE URGENCIA,Reconstrucción,https://lyd.org/wp-content/uploads/2024/05/TP-1638-RECONSTRUCCION.pdf
2024-05-01,LA (PRÓXIMA) DÉCADA PERDIDA DE CHILE,"Crecimiento Económico, PIB",https://lyd.org/wp-content/uploads/2024/05/TP-1639-PIB-POTENCIAL.pdf
2024-05-01,"PROPUESTA DE REFORMA AL SISTEMA POLÍTICO: NECESARIA, PERO INSUFICIENTE",Reforma electoral,https://lyd.org/wp-content/uploads/2024/05/TP-1639-REFORMA-AL-SISTEMA-POLITICO.pdf
2024-05-01,TRES LECCIONES TRAS LA APROBACIÓN DE LA LEY CORTA DE ISAPRES,"Isapres, Ley corta ISAPRES, Sistema de salud",https://lyd.org/wp-content/uploads/2024/05/TP-1640-FIN-LEY-CORTA-ISAPRES.pdf
2024-05-01,¿POR QUÉ DISCUTIMOS SOBRE JUSTICIA MILITAR?,"Fuerzas Armadas, justicia militar, Isapres, Ley corta ISAPRES, Sistema de salud, Reforma electoral, Crecimiento Económico, PIB, Reconstrucción, Empleo, empleo informal, sistema red, Transantiago, Seguridad Pública, Violencia, crisis educacional, Educación, Elecciones, Ley corta, Activismo judicial",https://lyd.org/wp-content/uploads/2024/05/TP-1640-JUSTICIA-MILITAR.pdf
2024-05-01,PAGO DE INTERESES DE LA DEUDA DE EMPRESAS ESTATALES SUBE EN 90%,"Deuda Pública, empresas estatales",https://lyd.org/wp-content/uploads/2024/05/TP-1641-DEUDA-EMPRESAS-PUBLICAS.pdf
2024-05-01,LOS CAMBIOS QUE REQUIERE LA AGENCIA DE CALIDAD DE POLÍTICAS PÚBLICAS PARA JUSTIFICAR SU CREACIÓN,,https://lyd.org/wp-content/uploads/2024/05/TP-1642-AGENCIA-DE-CALIDAD-DE-LAS-POLITICAS-PUBLICAS-1.pdf
2024-05-01,CÓMO LLEGA EL GOBIERNO A LA TERCERA CUENTA PÚBLICA DE GABRIEL BORIC,,https://lyd.org/wp-content/uploads/2024/05/TP-1642-ANTESALA-CUENTA-PUBLICA.pdf
2024-06-01,LOS PENDIENTES DE LA LEY DE PERMISOS SECTORIALES,,https://lyd.org/wp-content/uploads/2024/06/TP-1641-LEY-MARCO-PERMISOS.pdf
2024-06-01,ESTANCAMIENTO DE LA INVERSIÓN PER CÁPITA Y LA AGENDA LEGISLATIVA QUE LA DESINCENTIVA,,https://lyd.org/wp-content/uploads/2024/06/TP-1643-INVERSION-PER-CAPITA-1.pdf
2024-06-01,A 30 AÑOS DE LA LEY INDÍGENA: RESULTADOS Y CÓMO AVANZAR EN INTEGRACIÓN,,https://lyd.org/wp-content/uploads/2024/06/TP-1643-POLITICA-INDIGENA.pdf
2024-06-01,PROYECTO DE LEY SOBRE LOS SLEP: NECESARIO PERO INSUFICIENTE,"educación publica, SLEP",https://lyd.org/wp-content/uploads/2024/06/TP-1644-EDUCACION-PUBLICA.pdf
2024-06-01,ÍNDICE DE CALIDAD INSTITUCIONAL 2024: CHILE PIERDE LIDERAZGO REGIONAL Y CAE A SU PEOR POSICIÓN HISTÓRICA,Índice de Calidad Institucional,https://lyd.org/wp-content/uploads/2024/06/TP-1644-ICI-2024.pdf
2024-06-01,SUBEN LAS CUENTAS ELÉCTRICAS: NO HAY MAL QUE POR BIEN NO VENGA,,https://lyd.org/wp-content/uploads/2024/06/TP-1645-CUENTAS-DE-LA-LUZ.pdf
2024-06-01,RESULTADO DEL PROCESO DE MONITOREO 2023: SÓLO EL 22% DEL PRESUPUESTO ES EVALUADO,Monitoreo de programas,https://lyd.org/wp-content/uploads/2024/06/TP-1645-MONITOREO-2023.pdf
2024-06-01,NOMBRAMIENTOS JUDICIALES: RAZONES DEL PROBLEMA Y PROPUESTAS DE MEJORA,"jueces, Poder Judicial",https://lyd.org/wp-content/uploads/2024/06/TP-1646-NOMBRAMIENTOS-JUDICIALES.pdf
2024-06-01,TRANSICIÓN ENERGÉTICA CON LIBRE MERCADO,"jueces, Poder Judicial, Monitoreo de programas, educación publica, SLEP, Índice de Calidad Institucional, Deuda Pública, empresas estatales",https://lyd.org/wp-content/uploads/2024/06/TP-1646-TRANSICION-E-INGRESOS-TARIFARIOS.pdf
2024-07-01,FINANCIAMIENTO ELECTORAL: EL ESLABÓN PERDIDO DE LA NECESARIA REFORMA AL SISTEMA POLÍTICO,,https://lyd.org/wp-content/uploads/2024/07/TP-1647-FINANCIAMIENTO-DE-LA-POLITICA.pdf
2024-07-01,LEVANTAMIENTO DEL SECRETO BANCARIO: NO ES EL POR QUÉ SINO EL CÓMO,,https://lyd.org/wp-content/uploads/2024/07/TP-1647-SECRETO-BANCARIO.pdf
2024-07-01,LISTAS DE ESPERA E INCENTIVOS PARA LA PRODUCTIVIDAD DE LOS HOSPITALES ESTATALES,"listas de espera, Salud, salud pública",https://lyd.org/wp-content/uploads/2024/07/TP-1648-LISTAS-DE-ESPERA.pdf
2024-07-01,NEGOCIACIÓN RAMAL: UNA MALA IDEA PARA EL MERCADO LABORAL,"negociacion ramal, Sindicatos, trabajadores",https://lyd.org/wp-content/uploads/2024/07/TP-1648-NEGOCIACION-RAMAL.pdf
2024-07-01,ROBOS CON VIOLENCIA MARCAN NUEVO RÉCORD,,https://lyd.org/wp-content/uploads/2024/07/TP-1649-DELINCUENCIA-1ER-SEMESTRE-2024.pdf
2024-07-01,¿CAMBIO A LAS REGLAS DEL JUEGO? INTEGRIDAD ELECTORAL BAJO AMENAZA,"Elecciones, Sistema Electoral",https://lyd.org/wp-content/uploads/2024/07/TP-1650-INTEGRIDAD-ELECTORAL.pdf
2024-07-01,Subsidio eléctrico: legislando a oscuras,,https://lyd.org/wp-content/uploads/2024/07/TP-1650-SUBSIDIO-ELECTRICO.pdf
2024-08-01,FUNCIONARIOS PÚBLICOS YA SUPERARÍAN EL MILLÓN DE PERSONAS,,https://lyd.org/wp-content/uploads/2024/08/TP-1649-EMPLEO-PUBLICO.pdf
2024-08-01,Crecimiento económico en el primer semestre 2024: recuperación frustrada,,https://lyd.org/wp-content/uploads/2024/08/TP-1651-ECONOMIA-PRIMER-SEMESTRE-2024.pdf
2024-08-01,Seguridad en puertos: el eslabón olvidado del combate al crimen organizado,,https://lyd.org/wp-content/uploads/2024/08/TP-1651-SEGURIDAD-EN-PUERTOS.pdf
2024-08-01,PROYECTO DE LEY DE CONVIVENCIA ESCOLAR: MALA SOLUCIÓN PARA UN PROBLEMA CaRÍTICO,"Elecciones, Sistema Electoral, negociacion ramal, Sindicatos, trabajadores, listas de espera, Salud, salud pública",https://lyd.org/wp-content/uploads/2024/08/TP-1652-CONVIVENCIA-ESCOLAR.pdf
2024-08-01,CONTINÚAN LAS MALAS PROPUESTAS PARA MEJORAR LAS PENSIONES,,https://lyd.org/wp-content/uploads/2024/08/TP-1652-NUEVA-PROPUESTA-EN-PENSIONES.pdf
2024-08-01,ALTA DIRECCIÓN PÚBLICA: YA NO DA PARA MÁS,Alta Dirección Pública,https://lyd.org/wp-content/uploads/2024/08/TP-1653-ADP.pdf
2024-08-01,CORTES DE ELECTRICIDAD: CUANDO LO BARATO CUESTA CARO,"cortes de luz, crisis electricidad",https://lyd.org/wp-content/uploads/2024/08/TP-1653-CORTES-DE-LUZ.pdf
2024-08-01,ENUSC 2023: COMUNAS MÁS POBRES PERCIBEN UN MAYOR AUMENTO DE LA DELINCUENCIA,,https://lyd.org/wp-content/uploads/2024/08/TP-1654-ENUSC-2023-Y-POBREZA.pdf
2024-08-01,REFLEXIONES ACERCA DE LA ACTUALIZACIÓN DE LA LÍNEA DE POBREZA,,https://lyd.org/wp-content/uploads/2024/08/TP-1654-POBREZA.pdf
2024-08-01,REFORMA AL SEIA: INDICACIONES POSITIVAS Y PROBLEMAS QUE PERSISTEN,,https://lyd.org/wp-content/uploads/2024/08/TP-1655-INDICACIONES-SEIA.pdf
2024-09-01,EQUIDAD SALARIAL: MALA SOLUCIÓN PARA UN FALSO PROBLEMA,Equidad salarial,https://lyd.org/wp-content/uploads/2024/09/TP-1655-EQUIDAD-SALARIAL.pdf
2024-09-01,PROYECTO DE LEY DE PARCELACIONES: LA NECESIDAD DE UNA MIRADA INTEGRAL,,https://lyd.org/wp-content/uploads/2024/09/TP-1656-PARCELACIONES.pdf
2024-09-01,AMPLIACIÓN DEL SUBSIDIO ELÉCTRICO: LA NUEVA MICROECONOMÍA DEL POPULISMO,"Equidad salarial, Alta Dirección Pública, cortes de luz, crisis electricidad",https://lyd.org/wp-content/uploads/2024/09/TP-1659-PDL-SUBSIDIO-ELECTRICO.pdf
2024-09-01,PROYECTO DE LEY PARA TVN: ¿LAS HERRAMIENTAS CORRECTAS PARA ENFRENTAR LA CRISIS?,,https://lyd.org/wp-content/uploads/2024/09/TP-TVN.pdf
2024-09-01,TÉRMINO DEL COPAGO EN COLEGIOS: EFECTO NULO SOBRE LA SEGREGACIÓN ESCOLAR,,https://lyd.org/wp-content/uploads/2024/09/TP_1656_FINANCIAMIENTO_COMPARTIDO.pdf
2024-09-01,INFORME PNUD 2024:¿QUIÉN ES EL VILLANO?,,https://lyd.org/wp-content/uploads/2024/09/TP_1657_INFORME_PNUD.pdf
2024-09-01,PRESUPUESTO 2025: LA NECESIDAD DE COMENZAR A AHORRAR,,https://lyd.org/wp-content/uploads/2024/09/TP_1657_PRE_LP2025.pdf
