Fecha,Título,Autor,Medio de comunicación,Enlace
1 febrero 2024,Pensiones: sin entramparnos,Ingrid Jones,Diario Financiero,https://lyd.org/opinion/2024/02/pensiones-sin-entramparnos/
5 febrero 2024,NO REPETIR LOS ERRORES DE LA REFORMA EDUCACIONAL,María Paz Arzola,La Tercera,https://lyd.org/opinion/2024/02/no-repetir-los-errores-de-la-reforma-educacional/
5 febrero 2024,NO REPETIR LOS ERRORES DE LA REFORMA EDUCACIONAL,María Paz Arzola,No encontrado,https://lyd.org/opinion/2024/02/no-repetir-los-errores-de-la-reforma-educacional/
3 febrero 2024,EL SEGUNDO TIEMPO DE BORIC,Luis Larraín,La Tercera,https://lyd.org/opinion/2024/02/el-segundo-tiempo-de-boric/
1 febrero 2024,Pensiones: sin entramparnos,Ingrid Jones,Diario Financiero,https://lyd.org/opinion/2024/02/pensiones-sin-entramparnos/
29 enero 2024,"Santiagótica 2024: crimen, impunidad y corrupción",Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2024/01/santiagotica-2024-crimen-impunidad-y-corrupcion/
26 enero 2024,Maternidad e identidad femenina,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2024/01/maternidad-e-identidad-femenina/
25 enero 2024,La derecha y la reforma de pensiones,Luis Larraín,El Líbero,https://lyd.org/opinion/2024/01/la-derecha-y-la-reforma-de-pensiones/
24 enero 2024,CRISIS DE LAS ISAPRES,María Trinidad Schleyer,La Tercera,https://lyd.org/opinion/2024/01/crisis-de-las-isapres/
23 enero 2024,El costo del seguro de longevidad,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2024/01/el-costo-del-seguro-de-longevidad/
22 enero 2024,Educación y transparencia,María Paz Arzola,El Mercurio,https://lyd.org/opinion/2024/01/educacion-y-transparencia/
22 enero 2024,¿Viviremos solo con paliativos?,Macarena García,La Tercera,https://lyd.org/opinion/2024/01/viviremos-solo-con-paliativos/
20 enero 2024,David Bravo y cálculos absurdos del proyecto de pensiones,Luis Larraín,La Tercera,https://lyd.org/opinion/2024/01/david-bravo-y-calculos-absurdos-del-proyecto-de-pensiones/
19 enero 2024,No a los (malos) acuerdos,Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2024/01/no-a-los-malos-acuerdos/
19 enero 2024,Lecciones de redistribución,Tomás Flores,El Mercurio,https://lyd.org/opinion/2024/01/lecciones-de-redistribucion/
19 enero 2024,Lecciones de redistribución,Tomás Flores,El Mercurio,https://lyd.org/opinion/2024/01/lecciones-de-redistribucion/
18 enero 2024,"Reglamento y Ley Uber: muchas exigencias, plazos acotados",Esteban Ávila,Diario Financiero,https://lyd.org/opinion/2024/01/reglamento-y-ley-uber-muchas-exigencias-plazos-acotados/
17 enero 2024,"¡Es la gestión, estúpido!",Pablo Eguiguren,La Tercera,https://lyd.org/opinion/2024/01/es-la-gestion-estupido/
15 enero 2024,Ministra del Interior Peso Pluma,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2024/01/ministra-del-interior-peso-pluma/
15 enero 2024,Licencias de pesca,Tomás Flores,El Mercurio,https://lyd.org/opinion/2024/01/licencias-de-pesca/
14 enero 2024,Pensiones: ¿un Caballo de Troya?,Bettina Horst,El Mercurio,https://lyd.org/opinion/2024/01/pensiones-un-caballo-de-troya/
12 enero 2024,Mérito vs. lucha de clases,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2024/01/merito-vs-lucha-de-clases/
11 enero 2024,¿Reforma de pensiones o baile de máscaras?,Luis Larraín,El Líbero,https://lyd.org/opinion/2024/01/reforma-de-pensiones-o-baile-de-mascaras/
9 enero 2024,«Fracaso educacional»,María Paz Arzola,La Tercera,https://lyd.org/opinion/2024/01/fracaso-educacional/
9 enero 2024,"Pensiones, el asalto final",Luis Larraín,Diario Financiero,https://lyd.org/opinion/2024/01/pensiones-el-asalto-final/
8 enero 2024,Volviendo a la carga,Pilar Hazbun,La Tercera,https://lyd.org/opinion/2024/01/volviendo-a-la-carga/
8 enero 2024,Daniel Andrade: Posteos desde la cárcel,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2024/01/daniel-andrade-posteos-desde-la-carcel/
6 enero 2024,Crimen: a favor o en contra,Luis Larraín,La Tercera,https://lyd.org/opinion/2024/01/crimen-a-favor-o-en-contra/
6 enero 2024,Crimen: a favor o en contra,Luis Larraín,La Tercera,https://lyd.org/opinion/2024/01/crimen-a-favor-o-en-contra/
5 enero 2024,Sistema político: ni perdón ni olvido,Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2024/01/sistema-politico-ni-perdon-ni-olvido/
1 enero 2024,BORIC: DEL INDULTO A LA PENSIÓN DE (DES) GRACIA,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2024/01/boric-del-indulto-a-la-pension-de-des-gracia/
31 diciembre 2023,EL GOBIERNO CONTRAATACA,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2023/12/el-gobierno-contraataca/
29 diciembre 2023,Elogio a la duda,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/12/elogio-a-la-duda/
28 diciembre 2023,Cómo avanzar en una necesaria reforma de pensiones,"Ingrid Jones, Pablo Eguiguren",El Mercurio,https://lyd.org/opinion/2023/12/encuesta-de-percepcion-del-empleo-lyd-diciembre-2023-aumenta-el-temor-a-perder-el-empleo-y-se-deteriora-la-percepcion-a-futuro/
28 diciembre 2023,Desvaríos en la centroderecha,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/12/desvarios-en-la-centroderecha/
26 diciembre 2023,Bachelet III: retorno al origen del problema,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/12/bachelet-iii-retorno-al-origen-del-problema/
25 diciembre 2023,"EN ESTE NUEVO AÑO, PONER A LOS NIÑOS EN EL CENTRO",María Paz Arzola,No encontrado,https://lyd.org/opinion/2023/12/en-este-nuevo-ano-poner-a-los-ninos-en-el-centro/
23 diciembre 2023,Ilusiones Perdidas,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/12/ilusiones-perdidas-2/
22 diciembre 2023,Luces navideñas y sombras de la informalidad,Francisco Alcorta,La Tercera,https://lyd.org/opinion/2023/12/luces-navidenas-y-sombras-de-la-informalidad/
19 diciembre 2023,Cotizaciones previsionales: el Gobierno contraataca,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2023/12/cotizaciones-previsionales-el-gobierno-contraataca/
18 diciembre 2023,"En contra de todos: No era la Constitución, ¡estúpido!",Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/12/en-contra-de-todos-no-era-la-constitucion-estupido/
18 diciembre 2023,"En contra de todos: No era la Constitución, ¡estúpido!",Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/12/en-contra-de-todos-no-era-la-constitucion-estupido/
18 diciembre 2023,¿Se acaba la incertidumbre?,Bettina Horst,El Mercurio,https://lyd.org/opinion/2023/12/se-acaba-la-incertidumbre/
17 diciembre 2023,CUENTAS ALEGRES… Y DE LAS OTRAS,Bettina Horst,El Mercurio,https://lyd.org/opinion/2023/12/cuentas-alegres-y-de-las-otras/
15 diciembre 2023,Escuelas Abiertas sobre Atacama,María Paz Arzola,El Mercurio,https://lyd.org/opinion/2023/12/escuelas-abiertas-sobre-atacama/
15 diciembre 2023,El próximo domingo,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/12/el-proximo-domingo/
14 diciembre 2023,Carlos Montes: matar al padre,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/12/carlos-montes-matar-al-padre/
14 diciembre 2023,Plebiscito: qué se juega,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/12/plebiscito-que-se-juega/
14 diciembre 2023,Reglamento Uber: golpe al empleo (y al bolsillo),Soledad Monge,Diario Financiero,https://lyd.org/opinion/2023/12/reglamento-uber-golpe-al-empleo-y-al-bolsillo/
12 diciembre 2023,"¡Es el quórum, estúpido!",Luis Larraín,Diario Financiero,https://lyd.org/opinion/2023/12/es-el-quorum-estupido/
11 diciembre 2023,10 claves para descifrar el plebiscito constitucional,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/12/10-claves-para-descifrar-el-plebiscito-constitucional/
11 diciembre 2023,"Huele a jabón, sabe a jabón, pero es queso",Macarena García,No encontrado,https://lyd.org/opinion/2023/12/huele-a-jabon-sabe-a-jabon-pero-es-queso/
9 diciembre 2023,A Favor o en Contra,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/12/a-favor-o-en-contra/
8 diciembre 2023,GASTOS DE LA CONADI,Daniel Rebolledo,La Tercera,https://lyd.org/opinion/2023/12/gastos-de-la-conadi/
8 diciembre 2023,GASTOS DE LA CONADI,Daniel Rebolledo,La Tercera,https://lyd.org/opinion/2023/12/gastos-de-la-conadi/
4 diciembre 2023,La izquierda en contra de sí misma,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/12/la-izquierda-en-contra-de-si-misma/
3 diciembre 2023,El futuro de la economía. Qué se espera hoy,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2023/12/el-futuro-de-la-economia-que-se-espera-hoy/
1 diciembre 2023,Mentiras y semiverdades,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/12/mentiras-y-semiverdades/
1 diciembre 2023,"Mejorar el mercado laboral, mejorar las pensiones",Ingrid Jones,Diario Financiero,https://lyd.org/opinion/2023/12/mejorar-el-mercado-laboral-mejorar-las-pensiones/
30 noviembre 2023,BORIC JEFE DE CAMPAÑA DEL EN CONTRA,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/11/boric-jefe-de-campana-del-en-contra/
29 noviembre 2023,Gobernar es solucionar,Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2023/11/gobernar-es-solucionar/
29 noviembre 2023,¿Empleados públicos informales?,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2023/11/empleados-publicos-informales/
27 noviembre 2023,Ni la Constitución de Lagos ni de Pinochet,Pilar Hazbun,La Tercera,https://lyd.org/opinion/2023/11/ni-la-constitucion-de-lagos-ni-de-pinochet/
26 noviembre 2023,Tohá y la temporada de secuestros,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/11/toha-y-la-temporada-de-secuestros/
25 noviembre 2023,Tributo a un hijo,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/11/tributo-a-un-hijo/
19 noviembre 2023,Nudo de Carlos Pagni: lectura clave para entender el presente argentino,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/11/nudo-de-carlos-pagni-lectura-clave-para-entender-el-presente-argentino/
19 noviembre 2023,La Constitución del 2022,Bettina Horst,El Mercurio,https://lyd.org/opinion/2023/11/la-constitucion-del-2022/
19 noviembre 2023,La Constitución del 2022,Bettina Horst,El Mercurio,https://lyd.org/opinion/2023/11/la-constitucion-del-2022/
17 noviembre 2023,Cristianos y musulmanes,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/11/cristianos-y-musulmanes/
16 noviembre 2023,Criminalidad desbordada. ¿Quién le pone el cascabel al gato?,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/11/criminalidad-desbordada-quien-le-pone-el-cascabel-al-gato/
14 noviembre 2023,Ley corta de salud: negociando vidas humanas,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2023/11/ley-corta-de-salud-negociando-vidas-humanas/
13 noviembre 2023,Un rumor en el Segundo Piso,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/11/un-rumor-en-el-segundo-piso/
13 noviembre 2023,Educación pública al pizarrón,María Paz Arzola,La Tercera,https://lyd.org/opinion/2023/11/educacion-publica-al-pizarron/
11 noviembre 2023,Atraso en entrega de estadísticas,Daniel Rebolledo,El Mercurio,https://lyd.org/opinion/2023/11/atraso-en-entrega-de-estadisticas/
11 noviembre 2023,Constitución: tres buenas razones y un bonus,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/11/constitucion-tres-buenas-razones-y-un-bonus/
10 noviembre 2023,La madre de todas las batallas,Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2023/11/la-madre-de-todas-las-batallas-2/
7 noviembre 2023,¿Una propuesta programática?,Pedro Varela,La Tercera,https://lyd.org/opinion/2023/11/una-propuesta-programatica/
5 noviembre 2023,¿A la derecha de Kast? La zona de interés,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/11/a-la-derecha-de-kast-la-zona-de-interes/
3 noviembre 2023,A favor,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/11/a-favor/
30 octubre 2023,¿Por qué nunca ganó el Coyote?,Macarena García,La Tercera,https://lyd.org/opinion/2023/10/por-que-nunca-gano-el-coyote/
30 octubre 2023,¿Por qué nunca ganó el Coyote?,Macarena García,La Tercera,https://lyd.org/opinion/2023/10/por-que-nunca-gano-el-coyote/
30 octubre 2023,Reactivación educativa: cero prioridad,María Paz Arzola,Diario Financiero,https://lyd.org/opinion/2023/10/reactivacion-educativa-cero-prioridad/
28 octubre 2023,CONSTITUCIÓN: UNA TRAVESÍA QUE LLEGA A SU FIN,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/10/constitucion-una-travesia-que-llega-a-su-fin/
26 octubre 2023,"Reactivación educativa, ¿la prioridad?",María Paz Arzola,La Tercera,https://lyd.org/opinion/2023/10/reactivacion-educativa-la-prioridad/
24 octubre 2023,Negociación ramal: el Ministerio del Desempleo,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2023/10/negociacion-ramal-el-ministerio-del-desempleo/
23 octubre 2023,La Rappi-Revolución de Milei,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/10/la-rappi-revolucion-de-milei/
23 octubre 2023,"Codelco, el gigante herido",Tomás Flores,La Tercera,https://lyd.org/opinion/2023/10/79993/
22 octubre 2023,EL MILAGRO ARGENTINO,Bettina Horst,No encontrado,https://lyd.org/opinion/2023/10/el-milagro-argentino/
20 octubre 2023,Licitación de viviendas sociales,Tomás Flores,El Mercurio,https://lyd.org/opinion/2023/10/licitacion-de-viviendas-sociales/
20 octubre 2023,Sin vencedores ni vencidos,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/10/sin-vencedores-ni-vencidos/
19 octubre 2023,Acuerdos técnicos para ley corta de salud,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/10/acuerdos-tecnicos-para-ley-corta-de-salud/
18 octubre 2023,Prohibido prohibir,Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2023/10/prohibido-prohibir/
19 octubre 2023,Acuerdos técnicos para ley corta de salud,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/10/acuerdos-tecnicos-para-ley-corta-de-salud/
19 octubre 2023,Acuerdos técnicos para ley corta de salud,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/10/acuerdos-tecnicos-para-ley-corta-de-salud/
18 octubre 2023,Prohibido prohibir,Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2023/10/prohibido-prohibir/
18 octubre 2023,Informe técnico,Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2023/10/informe-tecnico/
16 octubre 2023,Miguel Crispi: el protegido,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/10/miguel-crispi-el-protegido/
16 octubre 2023,UNA CONSTITUCIÓN QUE NOS DÉ MÁS ESTABILIDAD,Pilar Hazbun,La Tercera,https://lyd.org/opinion/2023/10/una-constitucion-que-nos-de-mas-estabilidad/
14 octubre 2023,Constitución: ¿en qué vamos?,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/10/constitucion-en-que-vamos/
12 octubre 2023,Guerra al crecimiento,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2023/10/guerra-al-crecimiento/
10 octubre 2023,Las reglas del plebiscito,Luis Larraín,El Mercurio,https://lyd.org/opinion/2023/10/las-reglas-del-plebiscito/
9 octubre 2023,Mark Fisher: lectura clave para comprender el auge y caída frenteamplista,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/10/mark-fisher-lectura-clave-para-comprender-el-auge-y-caida-frenteamplista/
8 octubre 2023,La Economía se resiste a una recesión,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2023/10/la-economia-se-resiste-a-una-recesion/
6 octubre 2023,"Economía, política y Constitución",Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/10/economia-politica-y-constitucion/
5 octubre 2023,Ligera brisa a favor,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/10/ligera-brisa-a-favor/
2 octubre 2023,Protección de la educación en la Constitución,María Paz Arzola,La Tercera,https://lyd.org/opinion/2023/10/proteccion-de-la-educacion-en-la-constitucion/
2 octubre 2023,Protección de la educación en la Constitución,María Paz Arzola,La Tercera,https://lyd.org/opinion/2023/10/proteccion-de-la-educacion-en-la-constitucion/
1 octubre 2023,La marcha de los privilegios,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/10/la-marcha-de-los-privilegios/
30 septiembre 2023,Constitución: calma y tiza,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/09/constitucion-calma-y-tiza/
26 septiembre 2023,Reforma previsional: Gastando lo ya gastado,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2023/09/reforma-previsional-gastando-lo-ya-gastado/
25 septiembre 2023,Boric en la ONU: ¿se acabó la moda?,Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/09/boric-en-la-onu-se-acabo-la-moda/
24 septiembre 2023,Fiscalización de la burocracia estatal para impulsar la construcción,Soledad Monge,No encontrado,https://lyd.org/opinion/2023/09/fiscalizacion-de-la-burocracia-estatal-para-impulsar-la-construccion/
24 septiembre 2023,Puertas adentro/puertas afuera,Bettina Horst,El Mercurio,https://lyd.org/opinion/2023/09/puertas-adentro-puertas-afuera/
22 septiembre 2023,Economías de escala y calidad de servicio,Pablo Eguiguren,El Mercurio,https://lyd.org/opinion/2023/09/economias-de-escala-y-calidad-de-servicio/
22 septiembre 2023,Poner fin a la inestabilidad constitucional,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/09/poner-fin-a-la-inestabilidad-constitucional/
21 septiembre 2023,"TENEMOS UN PROBLEMA, HOUSTON",Luis Larraín,El Líbero,https://lyd.org/opinion/2023/09/tenemos-un-problema-houston/
18 septiembre 2023,PASIVIDAD ESCALOFRIANTE,Macarena García,La Tercera,https://lyd.org/opinion/2023/09/pasividad-escalofriante/
16 septiembre 2023,CONMEMORACIÓN DEL GOLPE DE ESTADO,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/09/conmemoracion-del-golpe-de-estado/
13 septiembre 2023,"Trabajo, trabajo, trabajo",Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2023/09/trabajo-trabajo-trabajo-2/
13 septiembre 2023,"Trabajo, trabajo, trabajo",Pablo Eguiguren,La Segunda,https://lyd.org/opinion/2023/09/trabajo-trabajo-trabajo-2/
12 septiembre 2023,ECONOMÍA CHILENA: PRONÓSTICO RESERVADO,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2023/09/economia-chilena-pronostico-reservado/
11 septiembre 2023,"BORIC, ALLENDE Y LA GRIETA",Jorge Ramírez,Ex-Ante,https://lyd.org/opinion/2023/09/boric-allende-y-la-grieta/
10 septiembre 2023,MEDIO SIGLO DE PROGRESO,Hernán Büchi,El Mercurio,https://lyd.org/opinion/2023/09/medio-siglo-de-progreso/
8 septiembre 2023,SIN ODIO NI RENCOR,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2023/09/sin-odio-ni-rencor/
7 septiembre 2023,CONSTITUCIÓN Y PLEBISCITO,Luis Larraín,El Líbero,https://lyd.org/opinion/2023/09/constitucion-y-plebiscito/
6 septiembre 2023,Salarios y los estragos de la informalidad,Ingrid Jones,Voces de La Tercera,https://lyd.org/opinion/2023/09/salarios-y-los-estragos-de-la-informalidad/
4 septiembre 2023,Boric: Chico eléctrico,Jorge Ramírez,Ex-ante,https://lyd.org/opinion/2023/09/boric-chico-electrico/
4 septiembre 2023,"A un año del Rechazo, ¿qué sacamos en limpio?",Pilar Hazbun,La Tercera,https://lyd.org/opinion/2023/09/a-un-ano-del-rechazo-que-sacamos-en-limpio/
2 septiembre 2023,¿Tendremos nueva Constitución?,Luis Larraín,La Tercera,https://lyd.org/opinion/2023/09/tendremos-nueva-constitucion/
